"","...1","X","datecollected","latitude","longitude","project_shortcode","catalogNumber","length","timeofday","interaction_order","data_source","mean.chlorophyll","zone","date","temp","bottom_temp","salinity","east_velo","north_velo","region"
"321",321,321,2007-05-06,30.243,-88.033,"USMCOB","USMCOB-RC46998",0.79,00:00:00,1,"mark-recapture",NA,11,2007-05-06,25.7828608006239,27.6396069154143,17.1666615642607,0.0323496200144291,0.0134281441569328,"NCentral_GOA_Shelf"
"322",322,322,2007-05-09,29.544,-88.677,"USMCOB","USMCOB-RC43594",1.05,00:00:00,2,"mark-recapture",NA,11,2007-05-09,24.0623493120074,23.3943601772189,25.7942441850901,-0.112918484956026,-0.376598406583071,"NCentral_GOA_Shelf"
"323",323,323,2007-05-10,29.258,-93.285,"USMCOB","USMCOB-RC48480",1.07,00:00:00,2,"mark-recapture",1.65227270126343,16,2007-05-10,24.9493392705917,24.7823419868946,32.2733237408102,0.00305185094475746,-0.0195318460464478,"NCentral_GOA_Shelf"
"324",324,324,2007-05-12,28.672,-89.571,"USMCOB","USMCOB-RC41679",1.17,00:00:00,2,"mark-recapture",NA,13,2007-05-12,25.1427045464516,19.7555772587657,25.681325700134,-0.16785180196166,-0.102542191743851,"NCentral_GOA_Shelf"
"325",325,325,2007-05-13,29.011,-88.92,"USMCOB","USMCOB-RC48154",1.22,00:00:00,2,"mark-recapture",NA,11,2007-05-13,25.7374492585659,19.8786278888583,21.3187047746032,-0.107425153255463,-0.293588060885668,"NCentral_GOA_Shelf"
"326",326,326,2007-05-27,28.253,-82.757,"USMCOB","USMCOB-RC45039",0.66,00:00:00,2,"mark-recapture",NA,6,2007-05-27,25.2994476109743,25.286263614893,35.552537580952,-0.0213629566133022,0.039674062281847,"WFL_Shelf"
"327",327,327,2007-05-31,28.712,-94.753,"USMCOB","USMCOB-RC48088",1.07,00:00:00,2,"mark-recapture",NA,18,2007-05-31,25.9403363093734,25.7022919356823,34.8597674164921,-0.295419171452522,-0.0714133121073246,"TX_Shelf"
"328",328,328,2007-06-01,29.27,-88.76,"USMCOB","USMCOB-RC38838",NA,00:00:00,2,"mark-recapture",NA,11,2007-06-01,25.0277108028531,21.8071535378695,33.5139011498541,-0.209967344999313,-0.0762962736189365,"NCentral_GOA_Shelf"
"329",329,329,2007-06-02,28.632,-91.637,"USMCOB","USMCOB-RC48197",0.91,00:00:00,2,"mark-recapture",NA,15,2007-06-02,25.9418011978269,25.5455488711596,34.3852045945823,-0.393688771873713,0.144657734781504,"NCentral_GOA_Shelf"
"330",330,330,2007-06-08,27.9,-82.453,"USMCOB","USMCOB-RC43489",0.89,00:00:00,2,"mark-recapture",NA,5,2007-06-08,NA,NA,NA,NA,NA,"WFL_Shelf"
"331",331,331,2007-06-10,28.537,-91.309,"USMCOB","USMCOB-RC44016",NA,00:00:00,2,"mark-recapture",NA,14,2007-06-10,27.6711020171642,23.6668294295669,33.5825677961111,-0.225226599723101,-0.0311288796365261,"NCentral_GOA_Shelf"
"332",332,332,2007-06-10,30.09,-88.769,"USMCOB","USMCOB-SH435",0.91,00:00:00,2,"mark-recapture",NA,11,2007-06-10,28.207983635366,26.1454206928611,13.4495071135461,-0.0311288796365261,-0.0677510909736156,"NCentral_GOA_Shelf"
"333",333,333,2007-06-12,28.915,-82.698,"USMCOB","USMCOB-RC44553",NA,00:00:00,2,"mark-recapture",NA,6,2007-06-12,28.9243140891194,28.6606341674924,34.6720785833895,0.0207525864243507,0.00610370188951492,"WFL_Shelf"
"334",334,334,2007-06-14,29.239,-90.66,"USMCOB","USMCOB-RC44155",NA,00:00:00,2,"mark-recapture",NA,14,2007-06-14,NA,NA,NA,NA,NA,"NCentral_GOA_Shelf"
"335",335,335,2007-06-16,29.091613,-83.038337,"USMCOB","USMCOB-RC43473",0.89,00:00:00,2,"mark-recapture",NA,7,2007-06-16,28.7829523533583,28.7646412476897,34.855189640075,-0.0683614611625671,0.039674062281847,"WFL_Shelf"
"336",336,336,2007-06-16,30.139,-88.078,"USMCOB","USMCOB-RC44802",0.86,00:00:00,2,"mark-recapture",1.71130776405334,11,2007-06-16,27.9538254886866,28.6071657389402,21.1416974198073,-0.0347911007702351,0.0445570237934589,"NCentral_GOA_Shelf"
"337",337,337,2007-06-16,37.012,-76.339,"USMCOB","USMCOB-RC25214",0.91,00:00:00,2,"mark-recapture",NA,7,2007-06-16,23.4331797212362,23.2317575588822,20.6183049827814,0.0183111056685448,-0.0488296151161194,"EFL_Shelf"
"338",338,338,2007-06-24,30.125,-87.555,"USMCOB","USMCOB-RC48252",1.04,00:00:00,2,"mark-recapture",NA,10,2007-06-24,28.959471412003,27.331247895956,24.662007484585,0.318613238632679,0.0250251777470112,"NCentral_GOA_Shelf"
"339",339,339,2007-06-30,29.946,-87.827,"USMCOB","USMCOB-RC48583",NA,00:00:00,2,"mark-recapture",NA,10,2007-06-30,28.9755851849914,26.2084108963609,27.6421399321407,-0.0244148075580597,-0.101321451365948,"NCentral_GOA_Shelf"
"340",340,340,2007-07-03,28.912,-89.845,"USMCOB","USMCOB-RC48584",0.97,00:00:00,2,"mark-recapture",NA,13,2007-07-03,30.145298615098,24.9691152647138,22.3914303816855,-0.0689718313515186,-0.00854518264532089,"NCentral_GOA_Shelf"
"341",341,341,2007-07-07,30.074,-84.185,"USMCOB","USMCOB-RC46097",0.79,00:00:00,1,"mark-recapture",NA,7,2007-07-07,30.5503402724862,30.4631794095039,36.313974391669,0.0451673939824104,0.00183111056685448,"FL_Panhandle"
"342",342,342,2007-07-09,30.215,-88.791,"USMCOB","USMCOB-RC29506",0.94,00:00:00,2,"mark-recapture",6.14366451899211,11,2007-07-09,30.6492202430964,29.6450392082334,14.0140995383263,0.308847315609455,-0.0250251777470112,"NCentral_GOA_Shelf"
"343",343,343,2007-07-13,28.74,-89.93,"USMCOB","USMCOB-RC48162",NA,00:00:00,2,"mark-recapture",NA,13,2007-07-13,30.0207830965519,24.253517255187,26.8318735063076,0.0329599902033806,-0.0579851679503918,"NCentral_GOA_Shelf"
"344",344,344,2007-07-13,29.607,-88.797,"USMCOB","USMCOB-RC46925",0.76,00:00:00,1,"mark-recapture",NA,11,2007-07-13,29.3842890635133,28.3266396000981,25.2006591763347,-0.0445570237934589,-0.0927762687206268,"NCentral_GOA_Shelf"
"345",345,345,2007-07-14,29.23638,-89.95333,"USMCOB","USMCOB-SH145",NA,00:00:00,2,"mark-recapture",NA,13,2007-07-14,30.0456862002611,31.793298125267,23.4244819264859,0.120853297412395,-0.0164799951016903,"NCentral_GOA_Shelf"
"346",346,346,2007-07-14,30.031,-88.215,"USMCOB","USMCOB-RC44156",1.22,00:00:00,2,"mark-recapture",NA,11,2007-07-14,29.2854090929031,24.7208166718483,21.1188085377216,0.11841181665659,-0.0488296151161194,"NCentral_GOA_Shelf"
"347",347,347,2007-07-20,27.616,-96.527,"USMCOB","USMCOB-RC48422",0.79,00:00:00,2,"mark-recapture",NA,20,2007-07-20,28.2863551676273,22.185827203095,33.3399456460029,0.0299081392586231,0.109256263822317,"TX_Shelf"
"348",348,348,2007-07-20,29.425,-88.615,"USMCOB","USMCOB-RC41685",1.22,00:00:00,2,"mark-recapture",NA,11,2007-07-20,29.2905362024903,23.7466658502817,26.6594439279288,0.116580706089735,0.039674062281847,"NCentral_GOA_Shelf"
"349",349,349,2007-07-21,30.05,-88.307,"USMCOB","USMCOB-RC42518",0.8,00:00:00,2,"mark-recapture",NA,11,2007-07-21,29.3418072983623,26.7438276261091,22.5699636619538,-0.0579851679503918,-0.101931821554899,"NCentral_GOA_Shelf"
"350",350,350,2007-07-22,28.7,-89.97,"USMCOB","USMCOB-RC40529",1.12,00:00:00,2,"mark-recapture",1.70978602766991,13,2007-07-22,29.6853236407042,16.6192510798573,31.2616351526231,-0.0628681294620037,-0.0469985045492649,"NCentral_GOA_Shelf"
"351",351,351,2007-08-01,30.065,-87.57,"USMCOB","USMCOB-RC48407",0.85,00:00:00,2,"mark-recapture",NA,10,2007-08-01,29.2209540009499,28.8078554570675,25.9056367445737,0.104983672499657,-0.00732444226741791,"NCentral_GOA_Shelf"
"352",352,352,2007-08-08,30.09,-88.769,"USMCOB","USMCOB-RC38639",1,00:00:00,2,"mark-recapture",NA,11,2007-08-08,29.8655049204826,29.6699423119426,21.0531937424093,0.00549333170056343,-0.0219733268022537,"NCentral_GOA_Shelf"
"353",353,353,2007-08-09,30.24,-89,"USMCOB","USMCOB-RC44701",0.74,00:00:00,1,"mark-recapture",NA,12,2007-08-09,31.5677053034306,33.1285439506173,17.5847651436925,0.0817896053195,-0.0274666585028172,"NCentral_GOA_Shelf"
"354",354,354,2007-08-10,29.085,-89.628,"USMCOB","USMCOB-RC44841",0.98,00:00:00,2,"mark-recapture",NA,13,2007-08-10,31.3267311528325,29.9006622433662,24.1889705881476,0.164189580827951,-0.0787377543747425,"NCentral_GOA_Shelf"
"355",355,355,2007-08-19,28.759,-89.968,"USMCOB","USMCOB-RC42116",NA,00:00:00,2,"mark-recapture",NA,13,2007-08-19,30.2764061316848,25.25769829005,30.2652058191597,-0.0585955381393433,0.0518814660608768,"NCentral_GOA_Shelf"
"356",356,356,2007-08-19,30.24,-89,"USMCOB","USMCOB-RC46998",0.94,00:00:00,2,"mark-recapture",NA,12,2007-08-19,32.329447299242,32.3960997238755,20.0628681108356,0.0109866634011269,0.0140385143458843,"NCentral_GOA_Shelf"
"357",357,357,2007-09-01,30.112,-87.422,"USMCOB","USMCOB-RC44057",NA,00:00:00,2,"mark-recapture",0.30434000492096,10,2007-09-01,30.3686941042542,30.2705465778708,28.7209692411125,0.0738547928631306,-0.0524918362498283,"FL_Panhandle"
"358",358,358,2007-09-15,26.648,-81.885,"USMCOB","USMCOB-RC40512",0.97,00:00:00,2,"mark-recapture",NA,4,2007-09-15,NA,NA,NA,NA,NA,"WFL_Shelf"
"359",359,359,2007-09-28,29.025,-89.652,"USMCOB","USMCOB-RC37181",0.91,00:00:00,1,"mark-recapture",NA,13,2007-09-28,27.7106540054083,29.9233680143952,25.6935331039131,0.0366222113370895,-0.173345133662224,"NCentral_GOA_Shelf"
"360",360,360,2007-09-29,28.674,-90.269,"USMCOB","USMCOB-RC42043",0.91,00:00:00,2,"mark-recapture",NA,13,2007-09-29,28.3449507057667,29.9167760163546,29.7616504132748,-0.253913998603821,0.152592547237873,"NCentral_GOA_Shelf"
"361",361,361,2007-11-05,28.45,-80.52,"USMCOB","USMCOB-RC31652",0.86,00:00:00,1,"mark-recapture",4.49831867218018,6,2007-11-05,24.5743278264999,24.5662709400058,35.8684041537344,-0.0518814660608768,-0.283822137862444,"EFL_Shelf"
"362",362,362,2007-12-03,26.6,-80,"USMCOB","USMCOB-RC46090",0.84,00:00:00,1,"mark-recapture",NA,4,2007-12-03,26.2985015362501,20.1247291490436,36.1629077699035,0.108645893633366,0.594500564038754,"EFL_Shelf"
"363",363,363,2007-12-12,26.894,-80.054,"USMCOB","USMCOB-RC46088",0.76,00:00:00,1,"mark-recapture",NA,4,2007-12-12,25.7381817027926,25.7359843701124,36.2758262548596,-0.23316141217947,0.420545060187578,"EFL_Shelf"
"364",364,364,2007-12-13,26.894,-80.054,"USMCOB","USMCOB-RC46085",0.74,00:00:00,1,"mark-recapture",NA,4,2007-12-13,25.6978972703218,25.6869106069207,36.2743003293872,-0.233771782368422,0.444349497556686,"EFL_Shelf"
"365",365,365,2007-12-13,29.526,-89.169,"USMCOB","USMCOB-RC44612",0.97,00:00:00,2,"mark-recapture",NA,12,2007-12-13,21.8203375339508,21.8445081934333,28.6034729797393,-0.00610370188951492,0.0665303505957127,"NCentral_GOA_Shelf"
"366",366,366,2008-01-11,28.32,-80.468,"USMCOB","USMCOB-RC48392",0.93,00:00:00,2,"mark-recapture",NA,6,2008-01-11,22.5872066393495,22.0561845749617,36.3185521680862,0.182500686496496,0.429090242832899,"EFL_Shelf"
"367",367,367,2008-01-30,26.894,-80.054,"USMCOB","USMCOB-RC45320",0.71,00:00:00,1,"mark-recapture",NA,4,2008-01-30,24.4278389811516,24.4300363138318,36.2987151369452,-0.31067842617631,0.627460554242134,"EFL_Shelf"
"368",368,368,2008-03-01,26.944,-80.07,"USMCOB","USMCOB-RC48330",1.14,00:00:00,2,"mark-recapture",NA,4,2008-03-01,22.2187871932983,22.114780113101,36.3032929133624,-0.325327310711145,0.641499068588018,"EFL_Shelf"
"369",369,369,2008-03-13,26.95,-82.38,"USMCOB","USMCOB-RC42817",1.31,00:00:00,2,"mark-recapture",NA,4,2008-03-13,20.6337778866291,20.5898312330246,36.434522503987,0.126346629112959,-0.182500686496496,"WFL_Shelf"
"370",370,370,2008-03-14,28.409854,-80.4398,"USMCOB","USMCOB-RC42821",0.86,00:00:00,1,"mark-recapture",1.99580085277557,6,2008-03-14,21.5764336064458,21.5573900565505,36.3277077209204,0.0494399853050709,0.357066560536623,"EFL_Shelf"
"371",371,371,2008-03-28,26.944,-80.07,"USMCOB","USMCOB-RC31672",1.07,00:00:00,2,"mark-recapture",NA,4,2008-03-28,23.3372295275331,23.2141788974404,36.30176698789,-0.400402843952179,0.720236822962761,"EFL_Shelf"
"372",372,372,2008-03-30,30.288,-87.427,"USMCOB","USMCOB-RC44541",1.07,00:00:00,2,"mark-recapture",NA,10,2008-03-30,19.1351969987154,19.8310190141201,27.4513992480934,0.0158696249127388,0.0305185094475746,"FL_Panhandle"
"373",373,373,2008-04-08,30.315,-87.1,"USMCOB","USMCOB-RC45634",1.02,00:00:00,1,"mark-recapture",NA,10,2008-04-08,21.3076265752316,20.2602313309908,33.1614123657346,-0.194097720086575,0.0549333170056343,"FL_Panhandle"
"374",374,374,2008-04-13,30.303889,-87.121389,"USMCOB","USMCOB-RC47544",0.56,00:00:00,1,"mark-recapture",NA,10,2008-04-13,21.5046540722251,21.4658345282078,32.9462568741292,0.0878933072090149,-0.116580706089735,"FL_Panhandle"
"375",375,375,2008-04-13,30.315,-87.203,"USMCOB","USMCOB-RC47061",0.81,00:00:00,1,"mark-recapture",NA,10,2008-04-13,21.6570024713874,21.8232673108578,32.5739310588688,0.102542191743851,-0.115970335900784,"FL_Panhandle"
"376",376,376,2008-04-13,30.333,-87.15,"USMCOB","USMCOB-RC40519",0.97,00:00:00,2,"mark-recapture",NA,10,2008-04-13,21.6570024713874,21.8232673108578,32.5739310588688,0.102542191743851,-0.115970335900784,"FL_Panhandle"
"377",377,377,2008-04-17,30.333,-87.15,"USMCOB","USMCOB-RC44855",1.19,00:00:00,2,"mark-recapture",NA,10,2008-04-17,19.4076662510633,19.9599291980267,32.0825830567628,0.0250251777470112,0.0946073792874813,"FL_Panhandle"
"378",378,378,2008-04-17,30.378,-86.862,"USMCOB","USMCOB-RC47088",1.07,00:00:00,1,"mark-recapture",NA,9,2008-04-17,19.6603595092893,19.6493728458881,33.2865382544696,-0.0537125766277313,-0.0164799951016903,"FL_Panhandle"
"379",379,379,2008-04-17,30.378,-86.862,"USMCOB","USMCOB-RC47089",0.91,00:00:00,1,"mark-recapture",NA,9,2008-04-17,19.6603595092893,19.6493728458881,33.2865382544696,-0.0537125766277313,-0.0164799951016903,"FL_Panhandle"
"380",380,380,2008-04-18,26.944,-80.07,"USMCOB","USMCOB-RC46090",0.81,00:00:00,2,"mark-recapture",NA,4,2008-04-18,23.0779442712665,23.0552385002375,36.3612780813128,0.116580706089735,-0.0909451581537724,"EFL_Shelf"
"381",381,381,2008-04-19,30.178,-85.812,"USMCOB","USMCOB-RC48992",0.67,00:00:00,1,"mark-recapture",NA,8,2008-04-19,20.304910428822,20.1606189161539,35.2092043496668,-0.178838465362787,0.185552537441254,"FL_Panhandle"
"382",382,382,2008-04-20,30.315,-87.203,"USMCOB","USMCOB-RC48372",0.46,00:00:00,1,"mark-recapture",NA,10,2008-04-20,19.8295541256666,20.0932340472937,31.9605090189725,0.0231940671801567,-0.125125888735056,"FL_Panhandle"
"383",383,383,2008-04-23,30.267,-87.585,"USMCOB","USMCOB-RC48985",0.94,00:00:00,1,"mark-recapture",10.9973587989807,10,2008-04-23,22.0356761366129,21.4746238589287,25.0785851385444,0.178838465362787,-0.0195318460464478,"NCentral_GOA_Shelf"
"384",384,384,2008-04-24,30.267,-87.585,"USMCOB","USMCOB-RC48987",0.89,00:00:00,1,"mark-recapture",NA,10,2008-04-24,22.3059480562806,21.8811304047704,23.8349558785558,0.0836207158863544,0.0518814660608768,"NCentral_GOA_Shelf"
"385",385,385,2008-04-24,30.378,-86.862,"USMCOB","USMCOB-RC47063",0.99,00:00:00,1,"mark-recapture",NA,9,2008-04-24,21.6657918021083,21.1691946163774,33.4849085658789,-0.0378429517149925,0.0640888698399067,"FL_Panhandle"
"386",386,386,2008-04-25,30.267,-87.585,"USMCOB","USMCOB-RC47773",0.81,00:00:00,1,"mark-recapture",NA,10,2008-04-25,22.537400431931,22.5037079975009,22.9773857630789,0.039674062281847,0.0518814660608768,"NCentral_GOA_Shelf"
"387",387,387,2008-04-25,30.378,-86.862,"USMCOB","USMCOB-RC47068",0.97,00:00:00,1,"mark-recapture",NA,9,2008-04-25,21.9031037315726,21.7280495613813,33.5001678206027,-0.0775170139968395,0.0427259132266045,"FL_Panhandle"
"388",388,388,2008-04-25,30.378,-86.862,"USMCOB","USMCOB-RC47065",0.71,00:00:00,1,"mark-recapture",NA,9,2008-04-25,21.9031037315726,21.7280495613813,33.5001678206027,-0.0775170139968395,0.0427259132266045,"FL_Panhandle"
"389",389,389,2008-04-26,29.239,-90.66,"USMCOB","USMCOB-RC42574",NA,00:00:00,2,"mark-recapture",NA,14,2008-04-26,NA,NA,NA,NA,NA,"NCentral_GOA_Shelf"
"390",390,390,2008-04-26,30.324,-87.158,"USMCOB","USMCOB-RC47068",1.09,00:00:00,2,"mark-recapture",NA,10,2008-04-26,22.3857844769955,22.2524796277285,31.7331461235881,-0.11047700420022,-0.0720236822962761,"FL_Panhandle"
"391",391,391,2008-04-27,30.267,-87.585,"USMCOB","USMCOB-RC47784",0.67,00:00:00,1,"mark-recapture",NA,10,2008-04-27,23.1306802555919,23.1050447076559,22.9880672413856,-0.00366222113370895,-0.0238044373691082,"NCentral_GOA_Shelf"
"392",392,392,2008-04-27,30.378,-86.862,"USMCOB","USMCOB-RC47078",0.97,00:00:00,1,"mark-recapture",NA,9,2008-04-27,22.6560563966632,22.5417950972915,33.5383159574121,-0.117801446467638,-0.00183111056685448,"FL_Panhandle"
"393",393,393,2008-04-27,30.378,-86.862,"USMCOB","USMCOB-RC47076",0.89,00:00:00,1,"mark-recapture",NA,9,2008-04-27,22.6560563966632,22.5417950972915,33.5383159574121,-0.117801446467638,-0.00183111056685448,"FL_Panhandle"
"394",394,394,2008-04-28,30.35,-87,"USMCOB","USMCOB-RC44868",0.97,00:00:00,1,"mark-recapture",NA,10,2008-04-28,22.3916440308094,20.8073671683669,33.8007751386613,-0.0750755332410336,-0.147709585726261,"FL_Panhandle"
"395",395,395,2008-04-29,30.315,-87.203,"USMCOB","USMCOB-RC47690",0.79,00:00:00,1,"mark-recapture",NA,10,2008-04-29,22.1243018880486,22.4663533419371,32.345042238012,-0.00976592302322388,-0.149540696293116,"FL_Panhandle"
"396",396,396,2008-04-30,30.267,-87.585,"USMCOB","USMCOB-RC47692",0.53,00:00:00,1,"mark-recapture",67.1959915161133,10,2008-04-30,21.8606219664216,22.3923764750361,28.0373546294868,0.0854518264532089,-0.0115970335900784,"NCentral_GOA_Shelf"
"397",397,397,2008-04-30,30.315,-87.203,"USMCOB","USMCOB-RC46610",0.97,00:00:00,1,"mark-recapture",5.61909592151642,10,2008-04-30,21.8562273010612,22.6919461637735,32.3175755795091,0.0262459181249142,-0.0158696249127388,"FL_Panhandle"
"398",398,398,2008-05-01,30.267,-87.585,"USMCOB","USMCOB-RC47088",1.17,00:00:00,2,"mark-recapture",51.964241027832,10,2008-05-01,22.0708334594965,23.0010376274586,24.9778740573674,0.115359965711832,0.0665303505957127,"NCentral_GOA_Shelf"
"399",399,399,2008-05-07,30.074,-84.185,"USMCOB","USMCOB-RC46097",0.91,00:00:00,2,"mark-recapture",NA,7,2008-05-07,24.1744132786989,24.1238746270537,36.1751151736826,0.0140385143458843,0.0152592547237873,"FL_Panhandle"
"400",400,400,2008-05-09,28.58,-90.07,"USMCOB","USMCOB-RC37830",1.14,00:00:00,2,"mark-recapture",1.85894474387169,13,2008-05-09,24.2967314645648,21.1596728414297,26.1955625843257,-0.00610370188951492,-0.122074037790298,"NCentral_GOA_Shelf"
"401",401,401,2008-05-10,25.565,-81.734233,"USMCOB","USMCOB-RC45760",0.81,00:00:00,1,"mark-recapture",NA,3,2008-05-10,27.1027252972126,26.7013458609581,36.7076631635427,0.0708029419183731,-0.0286873988807201,"WFL_Shelf"
"402",402,402,2008-05-10,29.142,-89.759,"USMCOB","USMCOB-RC43493",1.2,00:00:00,2,"mark-recapture",NA,13,2008-05-10,25.328745380044,24.2974639087915,22.4616229534149,0.271614734083414,-0.0280770286917686,"NCentral_GOA_Shelf"
"403",403,403,2008-05-13,25.256,-82.035,"USMCOB","USMCOB-RC44661",1.27,00:00:00,2,"mark-recapture",NA,3,2008-05-13,26.5680410116911,26.4332712739706,36.458937311545,-0.0140385143458843,-0.0952177494764328,"WFL_Shelf"
"404",404,404,2008-05-18,29.425,-88.615,"USMCOB","USMCOB-RC47076",NA,00:00:00,2,"mark-recapture",3.80354523658752,11,2008-05-18,24.5289162844419,20.9267555773258,25.5821405444294,-0.0262459181249142,-0.039674062281847,"NCentral_GOA_Shelf"
"405",405,405,2008-05-28,30.315,-87.203,"USMCOB","USMCOB-RC33206",0.48,00:00:00,1,"mark-recapture",NA,10,2008-05-28,26.2062135636806,25.2100894153118,24.2042298428714,-0.0329599902033806,-0.0610370188951492,"FL_Panhandle"
"406",406,406,2008-06-01,29.465,-88.664,"USMCOB","USMCOB-RC41532",1.37,00:00:00,2,"mark-recapture",NA,11,2008-06-01,27.6352122500539,22.608447521925,24.4895779062063,-0.0665303505957127,-0.0280770286917686,"NCentral_GOA_Shelf"
"407",407,407,2008-06-03,30.197,-87.303,"USMCOB","USMCOB-RC47065",0.85,00:00:00,2,"mark-recapture",3.18440622091293,10,2008-06-03,28.1259498819709,23.7810907289386,24.5963926892728,0.256965849548578,-0.0671407207846642,"FL_Panhandle"
"408",408,408,2008-06-07,30.074,-84.185,"USMCOB","USMCOB-RC46712",0.61,00:00:00,1,"mark-recapture",NA,7,2008-06-07,29.3242286369205,29.2502517700195,36.490981746465,-0.0842310860753059,-0.00671407207846642,"FL_Panhandle"
"409",409,409,2008-06-12,28.7,-89.97,"USMCOB","USMCOB-RC44054",0.99,00:00:00,2,"mark-recapture",NA,13,2008-06-12,28.2153080776334,16.0750450193882,31.8674275651574,-0.145268104970455,-0.0262459181249142,"NCentral_GOA_Shelf"
"410",410,410,2008-06-13,29.396,-87.585,"USMCOB","USMCOB-RC45634",NA,00:00:00,2,"mark-recapture",NA,10,2008-06-13,28.1259498819709,21.4401989802718,29.9783318303525,-0.103762932121754,0.0628681294620037,"NCentral_GOA_Shelf"
"411",411,411,2008-06-14,28.834,-91.95,"USMCOB","USMCOB-RC44056",NA,00:00:00,2,"mark-recapture",NA,15,2008-06-14,28.2284920737147,27.9106112793088,35.2351450826973,-0.0494399853050709,0.0354014709591866,"NCentral_GOA_Shelf"
"412",412,412,2008-06-24,30.078,-88.42,"USMCOB","USMCOB-RC47063",1.04,00:00:00,2,"mark-recapture",NA,11,2008-06-24,29.2619708776474,24.7882015407085,19.9255348183215,0.188604388386011,-0.00305185094475746,"NCentral_GOA_Shelf"
"413",413,413,2008-07-02,28.32,-80.605,"USMCOB","USMCOB-RC31652",0.93,00:00:00,2,"mark-recapture",NA,6,2008-07-02,27.4989776238799,27.266060359776,36.2300484906882,0.135502181947231,0.300912503153086,"EFL_Shelf"
"414",414,414,2008-07-04,28.937,-89.989,"USMCOB","USMCOB-RC44550",NA,00:00:00,2,"mark-recapture",NA,13,2008-07-04,29.1132846996188,24.860713519156,26.9844660535455,0.0653096102178097,0.0927762687206268,"NCentral_GOA_Shelf"
"415",415,415,2008-07-05,28.925067,-82.7375,"USMCOB","USMCOB-RC43064",0.66,00:00:00,1,"mark-recapture",NA,6,2008-07-05,30.6799829006195,30.5276345014572,36.9441816117615,-0.00061037018895149,0.0280770286917686,"WFL_Shelf"
"416",416,416,2008-07-16,30.32,-86.144,"USMCOB","USMCOB-RC45078",0.56,00:00:00,1,"mark-recapture",NA,9,2008-07-16,28.9631336331367,28.6965239346027,32.0734275039285,0.0939970090985298,-0.037232581526041,"FL_Panhandle"
