"","project_shortcode","locality","latitude","longitude","length","observedweight","lengthtype","length2","length2type","datecollected","institutioncode","interaction_order","catalognumber...13","datelastmodified","timezone","yearcollected","monthcollected","daycollected","julianday","timeofday","sex","the_geom","catalognumber...23","cat_num","chlorophyll_mg_m3"
"716","USMCOB","Pensacola (Tank) FL",30.315,-87.203,1.02,NA,"FL",1.09,"TL",1996-04-20,"USM",1,"USMCOB-RC14829",2026-05-05,"UTC",1996,4,20,111,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC14829","USMCOB-RC14829-1",NA
"717","USMCOB","Islamorada (Keys FL) Atl Side",24.924,-80.625,1.02,NA,"FL",NA,NA,1997-03-24,"USM",2,"USMCOB-RC14829",2026-05-05,"UTC",1997,3,24,83,00:00:00,NA,"POINT(-80.625 24.924)","USMCOB-RC14829","USMCOB-RC14829-2",NA
"718","USMCOB","GAS MARKER NW SHIP IS. FORT,MS",30.228,-89.012,0.74,NA,"FL",0.79,"TL",1993-08-31,"USM",1,"USMCOB-RC14964",2026-05-05,"UTC",1993,8,31,243,00:00:00,NA,"POINT(-89.012 30.228)","USMCOB-RC14964","USMCOB-RC14964-1",NA
"719","USMCOB","OFF TIMBALIER ISLAND, LA",29.06,-90.49,0.97,NA,"FL",1.07,"TL",1994-07-24,"USM",2,"USMCOB-RC14964",2026-05-05,"UTC",1994,7,24,205,00:00:00,NA,"POINT(-90.49 29.06)","USMCOB-RC14964","USMCOB-RC14964-2",NA
"720","USMCOB","WRECK OF THE CHRIS,KEY WEST,FL",24.5,-81.6,0.76,NA,"FL",0.84,"TL",1994-01-29,"USM",1,"USMCOB-RC14981",2026-05-05,"UTC",1994,1,29,29,00:00:00,NA,"POINT(-81.6 24.5)","USMCOB-RC14981","USMCOB-RC14981-1",NA
"721","USMCOB","KEY WEST, FL",24.563,-81.726,0.76,NA,"FL",NA,NA,1994-05-02,"USM",2,"USMCOB-RC14981",2026-05-05,"UTC",1994,5,2,122,00:00:00,NA,"POINT(-81.726 24.563)","USMCOB-RC14981","USMCOB-RC14981-2",NA
"722","USMCOB","KEY WEST, FL (WRK M.SWEEPER)",24.5,-81.6,0.71,NA,"FL",0.79,"TL",1993-11-27,"USM",1,"USMCOB-RC15031",2026-05-05,"UTC",1993,11,27,331,00:00:00,NA,"POINT(-81.6 24.5)","USMCOB-RC15031","USMCOB-RC15031-1",NA
"723","USMCOB","Key West, FL",24.563,-81.726,0.84,NA,"FL",NA,NA,1995-07-09,"USM",2,"USMCOB-RC15031",2026-05-05,"UTC",1995,7,9,190,00:00:00,NA,"POINT(-81.726 24.563)","USMCOB-RC15031","USMCOB-RC15031-2",NA
"724","USMCOB","WRECK OF THE CHRIS,KEY WEST,FL",24.5,-81.6,0.77,NA,"FL",0.84,"TL",1994-01-29,"USM",1,"USMCOB-RC15037",2026-05-05,"UTC",1994,1,29,29,00:00:00,NA,"POINT(-81.6 24.5)","USMCOB-RC15037","USMCOB-RC15037-1",NA
"725","USMCOB","KEY WEST, FL (WRK M.SWEEPER)",24.5,-81.6,0.81,NA,"FL",0.89,"TL",1993-12-11,"USM",1,"USMCOB-RC15050",2026-05-05,"UTC",1993,12,11,345,00:00:00,NA,"POINT(-81.6 24.5)","USMCOB-RC15050","USMCOB-RC15050-1",NA
"726","USMCOB","16.5MI.NW SUGARLOAF KEY,FL(guL",24.788,-81.713,0.98,NA,"FL",1.04,"TL",1994-08-22,"USM",2,"USMCOB-RC15050",2026-05-05,"UTC",1994,8,22,234,00:00:00,NA,"POINT(-81.713 24.788)","USMCOB-RC15050","USMCOB-RC15050-2",NA
"727","USMCOB","KEY WEST, FL (WRK M.SWEEPER)",24.5,-81.6,0.76,NA,"FL",0.83,"TL",1993-12-10,"USM",1,"USMCOB-RC15058",2026-05-05,"UTC",1993,12,10,344,00:00:00,NA,"POINT(-81.6 24.5)","USMCOB-RC15058","USMCOB-RC15058-1",NA
"728","USMCOB","KEY WEST, FL (WRK M.SWEEPER)",24.5,-81.6,0.79,NA,"FL",0.88,"TL",1993-12-08,"USM",1,"USMCOB-RC15060",2026-05-05,"UTC",1993,12,8,342,00:00:00,NA,"POINT(-81.6 24.5)","USMCOB-RC15060","USMCOB-RC15060-1",NA
"729","USMCOB","6 MI. OFF ST. LUCIE INLET, FL",27.197,-80.058,0.89,NA,"FL",NA,NA,1994-10-25,"USM",2,"USMCOB-RC15060",2026-05-05,"UTC",1994,10,25,298,00:00:00,NA,"POINT(-80.058 27.197)","USMCOB-RC15060","USMCOB-RC15060-2",NA
"730","USMCOB","24' 49.327N  81'29.230W",24.825,-81.48,0.77,NA,"FL",0.86,"TL",1995-07-15,"USM",1,"USMCOB-RC15097",2026-05-05,"UTC",1995,7,15,196,00:00:00,NA,"POINT(-81.48 24.825)","USMCOB-RC15097","USMCOB-RC15097-1",NA
"731","USMCOB","Destin, FL",30.38,-86.5,1.07,NA,"TL",NA,NA,1996-10-16,"USM",2,"USMCOB-RC15097",2026-05-05,"UTC",1996,10,16,290,00:00:00,NA,"POINT(-86.5 30.38)","USMCOB-RC15097","USMCOB-RC15097-2",NA
"732","USMCOB","1.5NM.N.CONTENT PASSAGE FL.KEY",24.81,-81.48,0.71,NA,"FL",0.79,"TL",1994-03-18,"USM",1,"USMCOB-RC15101",2026-05-05,"UTC",1994,3,18,77,00:00:00,NA,"POINT(-81.48 24.81)","USMCOB-RC15101","USMCOB-RC15101-1",NA
"733","USMCOB","OFF SARASOTA, FL",27.302,-82.608,0.97,NA,"FL",1.07,"TL",1995-02-23,"USM",2,"USMCOB-RC15101",2026-05-05,"UTC",1995,2,23,54,00:00:00,NA,"POINT(-82.608 27.302)","USMCOB-RC15101","USMCOB-RC15101-2",NA
"734","USMCOB","Navarre Beach, FL",30.378,-86.862,0.91,NA,"FL",1.02,"TL",1995-04-09,"USM",1,"USMCOB-RC15173",2026-05-05,"UTC",1995,4,9,99,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC15173","USMCOB-RC15173-1",NA
"735","USMCOB","31 Mi SW of Sabine, Texas",29.634,-94.195,1.46,NA,"TL",NA,NA,1996-07-03,"USM",2,"USMCOB-RC15173",2026-05-05,"UTC",1996,7,3,185,00:00:00,NA,"POINT(-94.195 29.634)","USMCOB-RC15173","USMCOB-RC15173-2",NA
"736","USMCOB","PENSACOLA BEACH, FL",30.315,-87.203,0.94,NA,"FL",1.04,"TL",1994-04-28,"USM",1,"USMCOB-RC15279",2026-05-05,"UTC",1994,4,28,118,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC15279","USMCOB-RC15279-1",NA
"737","USMCOB","20 Mi off St Augustine, FL",30.004,-80.973,NA,NA,NA,NA,NA,1996-12-16,"USM",2,"USMCOB-RC15279",2026-05-05,"UTC",1996,12,16,351,00:00:00,NA,"POINT(-80.973 30.004)","USMCOB-RC15279","USMCOB-RC15279-2",NA
"738","USMCOB","GPT SHIP CHAN., MS, GAS PIPE",30.326,-89,0.66,NA,"FL",0.74,"TL",1994-07-19,"USM",1,"USMCOB-RC15369",2026-05-05,"UTC",1994,7,19,200,00:00:00,NA,"POINT(-89.0 30.326)","USMCOB-RC15369","USMCOB-RC15369-1",NA
"739","USMCOB","West end Horn Island, MS",30.246,-88.782,1.16,NA,"TL",NA,NA,1996-04-21,"USM",2,"USMCOB-RC15369",2026-05-05,"UTC",1996,4,21,112,00:00:00,NA,"POINT(-88.782 30.246)","USMCOB-RC15369","USMCOB-RC15369-2",NA
"740","USMCOB","MAIN PASS 103, OFF LA",29.591,-88.848,0.71,NA,"FL",0.76,"TL",1993-09-25,"USM",1,"USMCOB-RC15464",2026-05-05,"UTC",1993,9,25,268,00:00:00,NA,"POINT(-88.848 29.591)","USMCOB-RC15464","USMCOB-RC15464-1",NA
"741","USMCOB","GULFPORT SHIP CHANNEL",30.349,-89.083,0.94,NA,"FL",1.02,"TL",1994-08-18,"USM",2,"USMCOB-RC15464",2026-05-05,"UTC",1994,8,18,230,00:00:00,NA,"POINT(-89.083 30.349)","USMCOB-RC15464","USMCOB-RC15464-2",NA
"742","USMCOB","13480 / 47137 NAVARRE BEACH,FL",30.37333,-86.89333,0.91,NA,"FL",1.02,"TL",1992-04-24,"USM",1,"USMCOB-RC15503",2026-05-05,"UTC",1992,4,24,115,00:00:00,NA,"POINT(-86.89333 30.37333)","USMCOB-RC15503","USMCOB-RC15503-1",NA
"743","USMCOB","BRETON SOUND, LA",29.496,-89.25,0.99,NA,"FL",NA,NA,1993-09-24,"USM",2,"USMCOB-RC15503",2026-05-05,"UTC",1993,9,24,267,00:00:00,NA,"POINT(-89.25 29.496)","USMCOB-RC15503","USMCOB-RC15503-2",NA
"744","USMCOB","13540 / 47138 NAVARRE BEACH,FL",30.37333,-86.795,0.97,NA,"FL",1.07,"TL",1993-04-29,"USM",1,"USMCOB-RC15508",2026-05-05,"UTC",1993,4,29,119,00:00:00,NA,"POINT(-86.795 30.37333)","USMCOB-RC15508","USMCOB-RC15508-1",NA
"745","USMCOB","37 MILES OFF MATAGORDA, TEXAS",28.097,-95.793,1.14,NA,"TL",NA,NA,1994-07-25,"USM",2,"USMCOB-RC15508",2026-05-05,"UTC",1994,7,25,206,00:00:00,NA,"POINT(-95.793 28.097)","USMCOB-RC15508","USMCOB-RC15508-2",NA
"746","USMCOB","13750.0 / 47143.0, FL",30.38167,-86.43333,0.79,NA,"FL",0.86,"TL",1993-05-11,"USM",1,"USMCOB-RC15511",2026-05-05,"UTC",1993,5,11,131,00:00:00,NA,"POINT(-86.43333 30.38167)","USMCOB-RC15511","USMCOB-RC15511-1",NA
"747","USMCOB","GETTY RIGS, OFF E. LA",29.544,-88.677,0.84,NA,"FL",0.94,"TL",1993-08-04,"USM",2,"USMCOB-RC15511",2026-05-05,"UTC",1993,8,4,216,00:00:00,NA,"POINT(-88.677 29.544)","USMCOB-RC15511","USMCOB-RC15511-2",NA
"748","USMCOB","10 MI. W. OF NAVARRE PIER, FL",30.349292,-87.202809,0.98,NA,"TL",NA,NA,1993-04-15,"USM",1,"USMCOB-RC15558",2026-05-05,"UTC",1993,4,15,105,00:00:00,NA,"POINT(-87.202809 30.349292)","USMCOB-RC15558","USMCOB-RC15558-1",NA
"749","USMCOB","OFF PANAMA CITY BEACH, FL",30.212,-85.88,0.89,NA,"FL",0.99,"TL",1993-11-10,"USM",2,"USMCOB-RC15558",2026-05-05,"UTC",1993,11,10,314,00:00:00,NA,"POINT(-85.88 30.212)","USMCOB-RC15558","USMCOB-RC15558-2",NA
"750","USMCOB","FISH HAV.I 12404.9/47036.7, MS",30.05167,-88.615,0.58,NA,"FL",0.66,"TL",1994-08-07,"USM",1,"USMCOB-RC15722",2026-05-05,"UTC",1994,8,7,219,00:00:00,NA,"POINT(-88.615 30.05167)","USMCOB-RC15722","USMCOB-RC15722-1",NA
"751","USMCOB","9 Mi S of Dauphin Island,AL",30.1155,-88.215,1.02,NA,"FL",1.09,"TL",1996-06-18,"USM",2,"USMCOB-RC15722",2026-05-05,"UTC",1996,6,18,170,00:00:00,NA,"POINT(-88.215 30.1155)","USMCOB-RC15722","USMCOB-RC15722-2",NA
"752","USMCOB","12 ml S of Ft. Morgan, AL",30.049,-88.017,NA,NA,NA,NA,NA,1999-06-22,"USM",2,"USMCOB-RC15749",2026-05-05,"UTC",1999,6,22,173,00:00:00,NA,"POINT(-88.017 30.049)","USMCOB-RC15749","USMCOB-RC15749-2",NA
"753","USMCOB","12255.5 / 47030.0, LA",30.02667,-88.86167,0.7,NA,"FL",0.77,"TL",1994-09-24,"USM",1,"USMCOB-RC15792",2026-05-05,"UTC",1994,9,24,267,00:00:00,NA,"POINT(-88.86167 30.02667)","USMCOB-RC15792","USMCOB-RC15792-1",NA
"754","USMCOB","OFF PASS A LOUTRE',LA-43 FATH.",29.082,-89.13,0.75,NA,"FL",0.81,"TL",1995-02-08,"USM",2,"USMCOB-RC15792",2026-05-05,"UTC",1995,2,8,39,00:00:00,NA,"POINT(-89.13 29.082)","USMCOB-RC15792","USMCOB-RC15792-2",NA
"755","USMCOB","20MI. S. SAND ISLE LIGHT, AL",29.889908,-88.05,0.74,NA,"FL",0.83,"TL",1993-08-01,"USM",1,"USMCOB-RC16003",2026-05-05,"UTC",1993,8,1,213,00:00:00,NA,"POINT(-88.05 29.889908)","USMCOB-RC16003","USMCOB-RC16003-1",NA
"756","USMCOB","KEY WEST, FL",24.563,-81.726,0.91,NA,"TL",NA,NA,1994-03-22,"USM",2,"USMCOB-RC16003",2026-05-05,"UTC",1994,3,22,81,00:00:00,NA,"POINT(-81.726 24.563)","USMCOB-RC16003","USMCOB-RC16003-2",NA
"757","USMCOB","12MI. S.E. SAND ISLE LIGHT, AL",30.071482,-87.899155,0.81,NA,"TL",NA,NA,1993-07-30,"USM",1,"USMCOB-RC16013",2026-05-05,"UTC",1993,7,30,211,00:00:00,NA,"POINT(-87.899155 30.071482)","USMCOB-RC16013","USMCOB-RC16013-1",NA
"758","USMCOB","N of Horseshoe Rigs Chevron Ri",29.425,-88.615,1.07,NA,"TL",NA,NA,1996-09-14,"USM",2,"USMCOB-RC16013",2026-05-05,"UTC",1996,9,14,258,00:00:00,NA,"POINT(-88.615 29.425)","USMCOB-RC16013","USMCOB-RC16013-2",NA
"759","USMCOB","3.5MI.OFF SUGARLOAF KEY,FL(GUL",24.658,-81.579,0.74,NA,"FL",0.8,"TL",1994-10-04,"USM",1,"USMCOB-RC16026",2026-05-05,"UTC",1994,10,4,277,00:00:00,NA,"POINT(-81.579 24.658)","USMCOB-RC16026","USMCOB-RC16026-1",NA
"760","USMCOB","3.5MI.OFF SUGARLOAF KEY,FL)GUL",24.718,-81.604,0.74,NA,"FL",0.8,"TL",1994-10-14,"USM",2,"USMCOB-RC16026",2026-05-05,"UTC",1994,10,14,287,00:00:00,NA,"POINT(-81.604 24.718)","USMCOB-RC16026","USMCOB-RC16026-2",NA
"761","USMCOB","20MI. OFF SUGARLOAF KEY,FL(GUL",24.963,-81.645,0.76,NA,"FL",0.86,"TL",1994-09-01,"USM",1,"USMCOB-RC16033",2026-05-05,"UTC",1994,9,1,244,00:00:00,NA,"POINT(-81.645 24.963)","USMCOB-RC16033","USMCOB-RC16033-1",NA
"762","USMCOB","N24-56-29 W81-46-37.4",24.941389,-81.776944,0.76,NA,"FL",0.86,"TL",1995-05-26,"USM",1,"USMCOB-RC16045",2026-05-05,"UTC",1995,5,26,146,00:00:00,NA,"POINT(-81.776944 24.941389)","USMCOB-RC16045","USMCOB-RC16045-1",NA
"763","USMCOB","Eugene Island Block 188",28.75,-91.4,1.07,NA,"TL",NA,NA,1997-05-22,"USM",2,"USMCOB-RC16045",2026-05-05,"UTC",1997,5,22,142,00:00:00,NA,"POINT(-91.4 28.75)","USMCOB-RC16045","USMCOB-RC16045-2",NA
"764","USMCOB","12 mi.out Gpt. Chan.(Gas Bouy)",30.048611,-89.10944,0.58,NA,"FL",0.66,"TL",1996-06-04,"USM",1,"USMCOB-RC16124",2026-05-05,"UTC",1996,6,4,156,00:00:00,NA,"POINT(-89.10944 30.048611)","USMCOB-RC16124","USMCOB-RC16124-1",NA
"765","USMCOB","GULFPORT SHIP CHANNEL, MS",30.24,-89,0.67,NA,"FL",0.75,"TL",1994-08-28,"USM",1,"USMCOB-RC16268",2026-05-05,"UTC",1994,8,28,240,00:00:00,NA,"POINT(-89.0 30.24)","USMCOB-RC16268","USMCOB-RC16268-1",NA
"766","USMCOB","GULFPORT SHIP CHANNEL",30.349,-89.083,0.69,NA,"FL",0.76,"TL",1994-08-30,"USM",2,"USMCOB-RC16268",2026-05-05,"UTC",1994,8,30,242,00:00:00,NA,"POINT(-89.083 30.349)","USMCOB-RC16268","USMCOB-RC16268-2",NA
"767","USMCOB","12589 47048 S. Dauphin Island",30.09333,-88.31333,0.86,NA,"FL",0.91,"TL",1995-05-05,"USM",1,"USMCOB-RC16289",2026-05-05,"UTC",1995,5,5,125,00:00:00,NA,"POINT(-88.31333 30.09333)","USMCOB-RC16289","USMCOB-RC16289-1",NA
"768","USMCOB","9 Mi South Dauphin Island, AL",30.1155,-88.215,1.12,NA,"FL",NA,NA,1997-05-31,"USM",2,"USMCOB-RC16289",2026-05-05,"UTC",1997,5,31,151,00:00:00,NA,"POINT(-88.215 30.1155)","USMCOB-RC16289","USMCOB-RC16289-2",NA
"769","USMCOB","GULF OF MEXICO, MARATHON, FL",24.726,-81.089,0.83,NA,"FL",0.91,"TL",1994-02-16,"USM",1,"USMCOB-RC16305",2026-05-05,"UTC",1994,2,16,47,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC16305","USMCOB-RC16305-1",NA
"770","USMCOB","TAMPA BAY, FL",27.757,-82.555,0.86,NA,"FL",0.97,"TL",1994-05-01,"USM",2,"USMCOB-RC16305",2026-05-05,"UTC",1994,5,1,121,00:00:00,NA,"POINT(-82.555 27.757)","USMCOB-RC16305","USMCOB-RC16305-2",NA
"771","USMCOB","GULF OF MEXICO, MARATHON, FL",24.726,-81.089,0.74,NA,"FL",0.8,"TL",1994-01-07,"USM",1,"USMCOB-RC16308",2026-05-05,"UTC",1994,1,7,7,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC16308","USMCOB-RC16308-1",NA
"772","USMCOB","12 MI. NW OF MARATHON, FL",24.378,-81.758,0.99,NA,"TL",NA,NA,1994-10-20,"USM",2,"USMCOB-RC16308",2026-05-05,"UTC",1994,10,20,293,00:00:00,NA,"POINT(-81.758 24.378)","USMCOB-RC16308","USMCOB-RC16308-2",NA
"773","USMCOB","GULF OF MEXICO, MARATHON, FL",24.726,-81.089,0.79,NA,"FL",0.88,"TL",1993-12-18,"USM",1,"USMCOB-RC16309",2026-05-05,"UTC",1993,12,18,352,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC16309","USMCOB-RC16309-1",NA
"774","USMCOB","GULF OF MEXICO, MARATHON, FL",24.726,-81.089,0.97,NA,"FL",1.08,"TL",1993-12-05,"USM",1,"USMCOB-RC16319",2026-05-05,"UTC",1993,12,5,339,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC16319","USMCOB-RC16319-1",NA
"775","USMCOB","Cameron Block 188,Pt.Neches TX",29.305,-93.407,0.99,NA,"FL",NA,NA,1995-05-29,"USM",2,"USMCOB-RC16319",2026-05-05,"UTC",1995,5,29,149,00:00:00,NA,"POINT(-93.407 29.305)","USMCOB-RC16319","USMCOB-RC16319-2",NA
"776","USMCOB","GULF OF MEXICO, MARATHON, FL",24.726,-81.089,0.81,NA,"FL",0.89,"TL",1994-03-23,"USM",1,"USMCOB-RC16320",2026-05-05,"UTC",1994,3,23,82,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC16320","USMCOB-RC16320-1",NA
"777","USMCOB","Sugarloaf Key, Florida",24.63,-81.524,1.14,NA,"TL",NA,NA,1996-02-25,"USM",2,"USMCOB-RC16320",2026-05-05,"UTC",1996,2,25,56,00:00:00,NA,"POINT(-81.524 24.63)","USMCOB-RC16320","USMCOB-RC16320-2",NA
"778","USMCOB","MARATHON, FL- GULF SIDE",24.726,-81.089,0.84,NA,"FL",0.95,"TL",1994-03-23,"USM",1,"USMCOB-RC16326",2026-05-05,"UTC",1994,3,23,82,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC16326","USMCOB-RC16326-1",NA
"779","USMCOB","20 MI. SW ORANGE BEACH, AL",30.07,-87.83,0.86,NA,"FL",NA,NA,1994-08-12,"USM",2,"USMCOB-RC16326",2026-05-05,"UTC",1994,8,12,224,00:00:00,NA,"POINT(-87.83 30.07)","USMCOB-RC16326","USMCOB-RC16326-2",NA
"780","USMCOB","PENSACOLA BEACH, FL",30.315,-87.203,0.84,NA,"FL",0.91,"TL",1994-04-23,"USM",1,"USMCOB-RC16398",2026-05-05,"UTC",1994,4,23,113,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC16398","USMCOB-RC16398-1",NA
"781","USMCOB","Horn I. bar, Mississippi",30.244,-88.777,1.52,NA,"TL",NA,NA,2000-04-01,"USM",2,"USMCOB-RC16398",2026-05-05,"UTC",2000,4,1,92,00:00:00,NA,"POINT(-88.777 30.244)","USMCOB-RC16398","USMCOB-RC16398-2",NA
"782","USMCOB","12600/46825, OFF LA",29.465,-88.28833,0.79,NA,"FL",0.89,"TL",1993-05-15,"USM",1,"USMCOB-RC16401",2026-05-05,"UTC",1993,5,15,135,00:00:00,NA,"POINT(-88.28833 29.465)","USMCOB-RC16401","USMCOB-RC16401-1",NA
"783","USMCOB","15 MI. OFF FORT PIERCE, FL",27.55,-80.061,0.89,NA,"FL",NA,NA,1993-09-01,"USM",2,"USMCOB-RC16401",2026-05-05,"UTC",1993,9,1,244,00:00:00,NA,"POINT(-80.061 27.55)","USMCOB-RC16401","USMCOB-RC16401-2",NA
"784","USMCOB","1 MI.E.PENSACOLA BEACH PIER,FL",30.313,-87.275,0.84,NA,"FL",0.94,"TL",1994-04-25,"USM",1,"USMCOB-RC16406",2026-05-05,"UTC",1994,4,25,115,00:00:00,NA,"POINT(-87.275 30.313)","USMCOB-RC16406","USMCOB-RC16406-1",NA
"785","USMCOB","40 MI. SE OF SOUTH PASS, LA",28.609,-88.658,1.02,NA,"TL",NA,NA,1994-05-28,"USM",2,"USMCOB-RC16406",2026-05-05,"UTC",1994,5,28,148,00:00:00,NA,"POINT(-88.658 28.609)","USMCOB-RC16406","USMCOB-RC16406-2",NA
"786","USMCOB","PENSACOLA BEACH, FL",30.315,-87.203,0.91,NA,"FL",NA,NA,1993-05-04,"USM",1,"USMCOB-RC16642",2026-05-05,"UTC",1993,5,4,124,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC16642","USMCOB-RC16642-1",NA
"787","USMCOB","1 Mi West Navarre Pier, FL",30.377,-86.88,1.12,NA,"FL",NA,NA,1996-05-05,"USM",2,"USMCOB-RC16642",2026-05-05,"UTC",1996,5,5,126,00:00:00,NA,"POINT(-86.88 30.377)","USMCOB-RC16642","USMCOB-RC16642-2",NA
"788","USMCOB","PENSACOLA BEACH, FL",30.315,-87.203,0.89,NA,"FL",NA,NA,1993-05-04,"USM",1,"USMCOB-RC16643",2026-05-05,"UTC",1993,5,4,124,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC16643","USMCOB-RC16643-1",NA
"789","USMCOB","PANAMA CITY BEACH PIER, FL",30.212,-85.88,NA,NA,NA,NA,NA,1994-06-01,"USM",2,"USMCOB-RC16643",2026-05-05,"UTC",1994,6,1,152,00:00:00,NA,"POINT(-85.88 30.212)","USMCOB-RC16643","USMCOB-RC16643-2",NA
"790","USMCOB","PENSACOLA BEACH, FL",30.315,-87.203,0.84,NA,"FL",NA,NA,1993-05-08,"USM",1,"USMCOB-RC16651",2026-05-05,"UTC",1993,5,8,128,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC16651","USMCOB-RC16651-1",NA
"791","USMCOB","DRY TORTUGAS",24.654,-82.858,0.84,NA,"FL",1.07,"TL",1994-03-18,"USM",2,"USMCOB-RC16651",2026-05-05,"UTC",1994,3,18,77,00:00:00,NA,"POINT(-82.858 24.654)","USMCOB-RC16651","USMCOB-RC16651-2",NA
"792","USMCOB","PENSACOLA BEACH, FL",30.315,-87.203,0.89,NA,"FL",NA,NA,1993-05-08,"USM",1,"USMCOB-RC16653",2026-05-05,"UTC",1993,5,8,128,00:00:00,NA,"POINT(-87.203 30.315)","USMCOB-RC16653","USMCOB-RC16653-1",NA
"793","USMCOB","40 MI. W. OF BOCA GRANDE, FL",26.711,-82.907,1.09,NA,"FL",1.22,"TL",1994-09-20,"USM",2,"USMCOB-RC16653",2026-05-05,"UTC",1994,9,20,263,00:00:00,NA,"POINT(-82.907 26.711)","USMCOB-RC16653","USMCOB-RC16653-2",NA
"794","USMCOB","NAVARRE BEACH, FL",30.378,-86.862,0.84,NA,"FL",NA,NA,1993-05-20,"USM",1,"USMCOB-RC16659",2026-05-05,"UTC",1993,5,20,140,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC16659","USMCOB-RC16659-1",NA
"795","USMCOB","Off Orange Beach, AL",30.26,-87.58,1.17,NA,"TL",NA,NA,1996-04-17,"USM",2,"USMCOB-RC16659",2026-05-05,"UTC",1996,4,17,108,00:00:00,NA,"POINT(-87.58 30.26)","USMCOB-RC16659","USMCOB-RC16659-2",NA
"796","USMCOB","MAIN PASS BLOCK 100, OFF LA",29.58,-88.706,0.84,NA,"FL",0.89,"TL",1993-09-06,"USM",1,"USMCOB-RC16712",2026-05-05,"UTC",1993,9,6,249,00:00:00,NA,"POINT(-88.706 29.58)","USMCOB-RC16712","USMCOB-RC16712-1",NA
"797","USMCOB","SOUTH OF CHANDELEUR ISLANDS,LA",29.662,-88.945,0.86,NA,"FL",NA,NA,1994-06-30,"USM",2,"USMCOB-RC16712",2026-05-05,"UTC",1994,6,30,181,00:00:00,NA,"POINT(-88.945 29.662)","USMCOB-RC16712","USMCOB-RC16712-2",NA
"798","USMCOB","22 Mi WSW Perdido Pass, AL",30.099,-87.869,0.66,NA,"TL",NA,NA,1995-06-20,"USM",1,"USMCOB-RC16821",2026-05-05,"UTC",1995,6,20,171,00:00:00,NA,"POINT(-87.869 30.099)","USMCOB-RC16821","USMCOB-RC16821-1",NA
"799","USMCOB","Red Can Dog Key's Pass",30.246,-88.782,0.64,NA,"FL",0.71,"TL",1995-08-20,"USM",2,"USMCOB-RC16821",2026-05-05,"UTC",1995,8,20,232,00:00:00,NA,"POINT(-88.782 30.246)","USMCOB-RC16821","USMCOB-RC16821-2",NA
"800","USMCOB","4 Mi E Pensacola Beach, Fl",30.313,-87.275,1.04,NA,"FL",1.12,"TL",1996-04-24,"USM",1,"USMCOB-RC17022",2026-05-05,"UTC",1996,4,24,115,00:00:00,NA,"POINT(-87.275 30.313)","USMCOB-RC17022","USMCOB-RC17022-1",NA
"801","USMCOB","Gulf Side Marathon, FL",24.726,-81.089,1.24,NA,"TL",NA,NA,1997-01-01,"USM",2,"USMCOB-RC17022",2026-05-05,"UTC",1997,1,1,1,00:00:00,NA,"POINT(-81.089 24.726)","USMCOB-RC17022","USMCOB-RC17022-2",NA
"802","USMCOB","Navarre Beach, FL",30.378,-86.862,0.53,NA,"FL",0.61,"TL",1996-04-25,"USM",1,"USMCOB-RC17025",2026-05-05,"UTC",1996,4,25,116,00:00:00,NA,"POINT(-86.862 30.378)","USMCOB-RC17025","USMCOB-RC17025-1",NA
"803","USMCOB","Ship Island, MS              E",30.223,-88.521,NA,NA,NA,NA,NA,1997-09-21,"USM",2,"USMCOB-RC17025",2026-05-05,"UTC",1997,9,21,264,00:00:00,NA,"POINT(-88.521 30.223)","USMCOB-RC17025","USMCOB-RC17025-2",NA
"804","USMCOB","24-52'N 82-45'W Dry Tortugas",24.866667,-82.75,0.81,NA,"FL",0.86,"TL",1995-03-18,"USM",1,"USMCOB-RC17161",2026-05-05,"UTC",1995,3,18,77,00:00:00,NA,"POINT(-82.75 24.866667)","USMCOB-RC17161","USMCOB-RC17161-1",NA
"805","USMCOB","50 Mi South Carrabelle, FL",29.117,-84.869,NA,NA,NA,NA,NA,1995-09-17,"USM",2,"USMCOB-RC17161",2026-05-05,"UTC",1995,9,17,260,00:00:00,NA,"POINT(-84.869 29.117)","USMCOB-RC17161","USMCOB-RC17161-2",NA
"806","USMCOB","25 29 62 / 81 45 22",25.493667,-81.753667,1.07,NA,"FL",1.17,"TL",1994-10-08,"USM",1,"USMCOB-RC17311",2026-05-05,"UTC",1994,10,8,281,00:00:00,NA,"POINT(-81.753667 25.493667)","USMCOB-RC17311","USMCOB-RC17311-1",NA
